,,,,,TURNOUT,,,,,,,REJECTED BALLOTS,,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,
ONS code,Authority,Ward Name,,Electorate ,Total number of ballots at count ,Ballot box turnout (inc votes rejected at count),Total number of valid votes counted,Valid vote turnout (all valid votes),Total number of ballots returned by close of poll,Total participation turnout (inc postal votes rejected and votes  rejected at count),,Number of ballot papers rejected or not counted at the count for a) want of official mark,Number of ballot papers rejected at the count for b) voting more than once,Number of ballot papers rejected at the count for c) Writing or mark by which the voter could be identified,Number of ballot papers rejected at the count for d) unmarked or wholly void for uncertainty,Number of ballot papers rejected at the count for e) rejected in part,Total number of ballot papers rejected at the count ,,Number of postal ballot papers issued,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of covering envelopes returned as undelivered ,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',,PV statement rejected (No signature),PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB) ,PV statement rejected (Mismatched both),Ballot paper not returned one figure for each authority,Postal voting statement unreturned one figure for each authority,,Proxies appointed for this election,Emergency proxies  appointed,Waivers were granted for this election,What was the total number of polling stations used?,At what time did counting for ballot papers begin?,At what time did voting for ballot papers end?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05000680,Bury,Radcliffe West,,"8,427","4,735",56.19,"4,719",56.00,"4,799",56.95,,0,2,0,14,0,16,,"1,583","1,389",3,1,"1,371",38,8,"1,325",,,,,,,,,,,,,,,,,,
E05000681,Bury,Ramsbottom,,"9,129","6,589",72.18,"6,563",71.89,"6,649",72.83,,0,3,5,18,0,26,,"2,124","1,960",8,8,"1,945",37,8,"1,900",,,,,,,,,,,,,,,,,,
E05000682,Bury,Redvales,,"8,910","5,614",63.01,"5,589",62.73,"5,630",63.19,,0,4,0,21,0,25,,"1,680","1,406",9,8,"1,427",30,7,"1,390",,,,,,,,,,,,,,,,,,
E05000684,Bury,Sedgley,,"9,006","5,919",65.72,"5,888",65.38,"5,960",66.18,,0,6,0,0,25,31,,"1,610","1,371",5,6,"1,371",36,5,"1,330",,,,,,,,,,,,,,,,,,
E05000683,Bury,St. Marys,,"8,138","5,324",65.42,"5,311",65.26,"5,368",65.96,,0,1,0,12,0,13,,"1,720","1,519",6,7,"1,502",24,3,"1,475",,,,,,,,,,,,,,,,,,
E05000685,Bury,Tottington,,"8,011","5,528",69.01,"5,507",68.74,"5,591",69.79,,0,4,0,17,0,21,,"1,971","1,729",9,5,"1,706",33,7,"1,666",,,,,,,,,,,,,,,,,,
E05000686,Bury,Unsworth,,"7,374","5,009",67.93,"4,997",67.77,"5,103",69.20,,0,2,1,9,0,12,,"1,812","1,637",3,6,"1,574",40,23,"1,543",,,,,,,,,,,,,,,,,,
E05001371,Calderdale,Brighouse,,"8,496","5,724",67.37,"5,687",66.94,"5,788",68.13,,0,3,0,34,0,37,,"2,140","1,922",6,3,"1,922",7,26,"1,858",64,,30,27,74,316,251,25,711,48,,308,18,89,119,14:00,17:00,
E05001372,Calderdale,Calder,,"9,290","7,087",76.29,"7,016",75.52,"7,179",77.28,,0,20,0,51,0,71,,"2,140","1,955",14,1,"1,955",18,36,"1,863",92,,,,,,,,,,,,,,,,,
E05001373,Calderdale,Elland,,"8,547","5,263",61.58,"5,192",60.75,"5,369",62.82,,0,0,0,71,0,71,,"1,898","1,659",10,6,"1,659",4,33,"1,553",106,,,,,,,,,,,,,,,,,
E05001374,Calderdale,Greetland & Stainland,,"8,557","5,726",66.92,"5,701",66.62,"5,784",67.59,,0,3,0,22,0,25,,"2,007","1,781",10,7,"1,781",4,26,"1,723",58,,,,,,,,,,,,,,,,,
E05001375,Calderdale,Hipperholme & Lightcliffe,,"8,951","6,191",69.17,"6,115",68.32,"6,285",70.22,,0,3,0,73,0,76,,"2,260","1,983",12,2,"1,983",2,30,"1,889",94,,,,,,,,,,,,,,,,,
E05001376,Calderdale,Illingworth & Mixenden,,"9,152","5,287",57.77,"5,254",57.41,"5,356",58.52,,0,2,0,31,0,33,,"1,852","1,569",6,9,"1,569",5,31,"1,500",69,,,,,,,,,,,,,,,,,
E05001377,Calderdale,Luddendenfoot,,"8,122","5,857",72.11,"5,818",71.63,"5,919",72.88,,0,8,0,31,0,39,,"1,813","1,628",4,2,"1,628",12,28,"1,566",62,,,,,,,,,,,,,,,,,
E05001378,Calderdale,Northowram & Shelf,,"9,003","6,226",69.15,"6,130",68.09,"6,320",70.20,,0,4,0,92,0,96,,"2,154","1,893",5,2,"1,893",7,32,"1,799",94,,,,,,,,,,,,,,,,,
E05001379,Calderdale,Ovenden,,"8,437","4,185",49.60,"4,162",49.33,"4,233",50.17,,0,2,0,21,0,23,,"1,676","1,393",12,7,"1,393",3,25,"1,345",48,,,,,,,,,,,,,,,,,
E05001380,Calderdale,Park,,"9,319","5,813",62.38,"5,730",61.49,"5,930",63.63,,0,5,0,78,0,83,,"1,935","1,660",26,3,"1,660",10,80,"1,543",117,,,,,,,,,,,,,,,,,
E05001381,Calderdale,Rastrick,,"8,402","5,582",66.44,"5,518",65.67,"5,683",67.64,,0,1,0,63,0,64,,"2,271","2,044",4,5,"2,044",6,34,"1,943",101,,,,,,,,,,,,,,,,,
E05001382,Calderdale,Ryburn,,"8,846","6,179",69.85,"6,140",69.41,"6,260",70.77,,0,4,1,34,0,39,,"2,180","1,957",9,2,"1,957",15,43,"1,876",81,,,,,,,,,,,,,,,,,
E05001383,Calderdale,Skircoat,,"9,554","6,658",69.69,"6,580",68.87,"6,745",70.60,,0,1,0,77,0,78,,"2,294","2,040",4,4,"2,040",3,32,"1,953",87,,,,,,,,,,,,,,,,,
E05001384,Calderdale,Sowerby Bridge,,"8,657","5,404",62.42,"5,324",61.50,"5,484",63.35,,0,10,0,70,0,80,,"1,959","1,717",6,7,"1,717",2,23,"1,637",80,,,,,,,,,,,,,,,,,
E05001385,Calderdale,Todmorden,,"8,913","5,953",66.79,"5,886",66.04,"6,040",67.77,,0,12,0,55,0,67,,"1,783","1,541",13,2,"1,541",20,40,"1,454",87,,,,,,,,,,,,,,,,,
E05001386,Calderdale,Town,,"8,841","4,950",55.99,"4,907",55.50,"5,028",56.87,,0,0,1,42,0,43,,"1,856","1,613",4,6,"1,613",8,30,"1,535",78,,,,,,,,,,,,,,,,,
E05001387,Calderdale,Warley,,"8,914","5,635",63.22,"5,568",62.46,"5,722",64.19,,0,7,0,60,0,67,,"2,069","1,779",9,8,"1,779",4,29,"1,692",87,,,,,,,,,,,,,,,,,
E05001218,Coventry,Bablake,,"12,843","8,474",65.98,"8,430",65.64,"8,483",66.05,,0,7,0,37,0,44,,"1,490","1,286",7,9,"1,286",3,18,"1,277",22,,49,25,29,190,173,66,0,0,,364,20,110,146,,,
E05001219,Coventry,Binley & Willenhall,,"12,559","6,774",53.94,"6,742",53.68,"6,802",54.16,,0,4,0,28,0,32,,"1,340","1,141",2,2,"1,141",8,27,"1,113",28,,,,,,,,,,,,,,,,,
E05001220,Coventry,Cheylesmore,,"12,312","7,587",61.62,"7,554",61.35,"7,621",61.90,,1,6,0,26,0,33,,"1,530","1,290",11,4,"1,290",5,26,"1,256",31,,,,,,,,,,,,,,,,,
E05001221,Coventry,Earlsdon,,"12,395","8,866",71.53,"8,836",71.29,"8,888",71.71,,0,8,0,22,0,30,,"1,486","1,295",6,5,"1,295",3,29,"1,273",17,,,,,,,,,,,,,,,,,
E05001222,Coventry,Foleshill,,"12,281","5,959",48.52,"5,928",48.27,"6,015",48.98,,0,17,0,14,0,31,,"1,174",907,17,4,907,3,51,851,3,,,,,,,,,,,,,,,,,
E05001223,Coventry,Henley,,"13,643","7,282",53.38,"7,258",53.20,"7,307",53.56,,0,8,0,16,0,24,,"1,429","1,179",14,6,179,15,25,"1,154",24,,,,,,,,,,,,,,,,,
E05001224,Coventry,Holbrook,,"12,833","7,125",55.52,"7,070",55.09,"7,172",55.89,,0,7,0,48,0,55,,"1,093",915,15,4,915,1,24,868,19,,,,,,,,,,,,,,,,,
E05001225,Coventry,Longford,,"13,674","7,148",52.27,"7,119",52.06,"7,175",52.47,,0,9,0,20,0,29,,"1,156",908,8,1,903,5,21,881,22,,,,,,,,,,,,,,,,,
E05001226,Coventry,Lower Stoke,,"14,656","8,210",56.02,"8,180",55.81,"8,243",56.24,,0,8,0,22,0,30,,"1,356","1,124",13,0,"1,124",12,24,"1,091",48,,,,,,,,,,,,,,,,,
E05001227,Coventry,Radford,,"13,324","6,590",49.46,"6,552",49.17,"6,623",49.71,,0,13,0,25,0,38,,"1,189",896,17,6,896,1,22,863,24,,,,,,,,,,,,,,,,,
E05001229,Coventry,Sherbourne,,"12,144","7,372",60.70,"7,325",60.32,"7,388",60.84,,0,4,0,43,0,47,,"1,336","1,115",8,4,"1,115",6,23,"1,099",13,,,,,,,,,,,,,,,,,
E05001228,Coventry,St. Michaels,,"12,054","5,513",45.74,"5,469",45.37,"5,534",45.91,,0,20,0,24,0,44,,928,742,11,4,742,9,26,721,9,,,,,,,,,,,,,,,,,
E05001230,Coventry,Upper Stoke,,"13,243","7,010",52.93,"6,978",52.69,"7,030",53.08,,0,11,0,21,0,32,,"1,257","1,022",12,3,"1,022",6,17,"1,002",23,,,,,,,,,,,,,,,,,
E05001231,Coventry,Wainbody,,"11,161","7,931",71.06,"7,900",70.78,"7,956",71.28,,0,3,0,28,0,31,,"1,294","1,155",4,3,"1,156",4,20,"1,130",14,,,,,,,,,,,,,,,,,
E05001232,Coventry,Westwood,,"13,127","7,909",60.25,"7,877",60.01,"7,949",60.55,,0,5,0,27,0,32,,"1,373","1,163",9,2,"1,162",5,21,"1,123",18,,,,,,,,,,,,,,,,,
E05001233,Coventry,Whoberley,,"11,935","7,575",63.47,"7,522",63.02,"7,596",63.64,,0,11,0,42,0,53,,"1,167",994,7,5,994,5,8,973,23,,,,,,,,,,,,,,,,,
E05001234,Coventry,Woodlands,,"13,697","8,968",65.47,"8,945",65.31,"9,012",65.80,,0,1,0,22,0,23,,"1,751","1,497",9,7,"1,497",3,16,"1,453",26,,,,,,,,,,,,,,,,,
E05001235,Coventry,Wyken,,"12,967","7,852",60.55,"7,821",60.31,"7,869",60.68,,0,7,0,24,0,31,,"1,358","1,122",6,4,"1,122",4,31,"1,105",37,,,,,,,,,,,,,,,,,
,Doncaster,Adwick le Street & Carcroft,,"11,090","5,952",53.67,"5,921",53.39,"6,005",54.15,,0,4,0,27,0,31,,"2,749","2,180",19,14,"2,174",22,25,"2,127",0,,70,56,305,80,304,157,0,0,,237,1,173,173,,,
,Doncaster,Armthorpe,,"10,700","5,836",54.54,"5,795",54.16,"5,894",55.08,,0,1,0,40,0,41,,"2,953","2,294",11,9,"2,294",30,28,"2,236",0,,,,,,,,,,,,,,,,,
,Doncaster,Balby South,,"7,421","3,886",52.36,"3,871",52.16,"3,928",52.93,,0,5,0,10,0,15,,"2,050","1,670",8,16,"1,669",12,29,"1,628",0,,,,,,,,,,,,,,,,,
,Doncaster,Bentley,,"12,597","6,435",51.08,"6,395",50.77,"6,481",51.45,,0,4,0,36,0,40,,"3,236","2,568",5,7,"2,568",21,25,"2,522",0,,,,,,,,,,,,,,,,,
,Doncaster,Bessacar,,"11,196","7,010",62.61,"6,970",62.25,"7,055",63.01,,0,5,1,34,0,40,,"3,564","2,938",6,12,0,24,21,"2,893",0,,,,,,,,,,,,,,,,,
,Doncaster,Connisborough,,"11,684","6,627",56.72,"6,596",56.45,"6,691",57.27,,0,7,0,24,0,31,,"3,547","2,835",7,13,"2,835",11,53,"2,771",0,,,,,,,,,,,,,,,,,
,Doncaster,Edenthorpe & Kirk Sandall,,"7,961","4,860",61.05,"4,813",60.46,"4,888",61.40,,0,10,0,37,0,47,,"2,365","1,914",2,3,"1,914",17,11,"1,886",0,,,,,,,,,,,,,,,,,
,Doncaster,Edlington & Warmsworth,,"7,765","4,539",58.45,"4,508",58.06,"4,591",59.12,,0,2,0,29,0,31,,"2,432","1,981",0,0,0,25,27,"1,929",0,,,,,,,,,,,,,,,,,
,Doncaster,Finningley,,"12,297","8,146",66.24,"8,122",66.05,"8,189",66.59,,0,1,0,23,0,24,,"4,017","3,331",10,5,"3,329",24,17,"3,288",0,,,,,,,,,,,,,,,,,
,Doncaster,Hatfield,,"11,372","6,605",58.08,"6,584",57.90,"6,664",58.60,,0,6,0,15,0,21,,"3,553","2,890",8,12,"2,890",24,35,"2,831",0,,,,,,,,,,,,,,,,,
,Doncaster,Hexthorpe & Balby North,,"7,322","3,600",49.17,"3,546",48.43,"3,627",49.54,,0,4,0,50,0,54,,"1,739","1,374",1,3,"1,374",11,16,"1,347",0,,,,,,,,,,,,,,,,,
,Doncaster,Mexborough,,"11,391","5,952",52.25,"5,925",52.01,"6,001",52.68,,0,10,0,17,0,27,,"2,828","2,274",3,13,"2,274",21,28,"2,225",0,,,,,,,,,,,,,,,,,
,Doncaster,Norton & Askern,,"10,921","6,776",62.05,"6,746",61.77,"6,826",62.50,,0,5,0,25,0,30,,"2,985","2,494",5,5,"2,494",15,35,"2,444",0,,,,,,,,,,,,,,,,,
,Doncaster,Roman Ridge,,"8,468","5,101",60.24,"5,061",59.77,"5,135",60.64,,0,10,0,30,0,40,,"2,675","2,143",2,7,"2,143",24,10,"2,109",0,,,,,,,,,,,,,,,,,
,Doncaster,Rossington & Bawtry,,"12,841","7,457",58.07,"7,377",57.45,"7,549",58.79,,0,23,0,57,0,80,,"3,821","3,064",3,11,"3,064",53,39,"2,972",0,,,,,,,,,,,,,,,,,
,Doncaster,Sprotporough,,"9,042","6,044",66.84,"6,007",66.43,"6,074",67.18,,0,5,0,32,0,37,,"2,657","2,213",4,9,"2,213",16,14,"2,183",0,,,,,,,,,,,,,,,,,
,Doncaster,Stainforth & Barnby Dun,,"7,206","4,045",56.13,"4,011",55.66,"4,069",56.47,,0,3,0,31,0,34,,"1,884","1,524",4,7,"1,524",10,14,"1,500",0,,,,,,,,,,,,,,,,,
,Doncaster,Thorne & Moorends,,"12,390","6,721",54.25,"6,637",53.57,"6,785",54.76,,0,27,0,57,0,84,,"3,272","2,569",7,12,"2,569",29,35,"2,505",0,,,,,,,,,,,,,,,,,
,Doncaster,Tickhill & Wadworth,,"8,222","5,531",67.27,"5,502",66.92,"5,559",67.61,,0,3,0,26,0,29,,"2,423","2,078",12,6,"2,078",7,21,"2,050",0,,,,,,,,,,,,,,,,,
,Doncaster,Town,,"11,964","6,201",51.83,"6,158",51.47,"6,235",52.11,,0,5,1,37,0,43,,"2,737","2,201",0,3,"2,201",17,27,"2,167",0,,,,,,,,,,,,,,,,,
,Doncaster,Wheatley Hills & Intake,,"12,902","6,760",52.39,"6,723",52.11,"6,809",52.77,,0,22,0,15,0,37,,"3,127","2,495",2,8,"2,495",18,31,"2,446",0,,,,,,,,,,,,,,,,,
E05001236,Dudley,Amblecote,,"10,442","6,857",65.67,"6,816",65.27,"6,889",65.97,,0,4,0,37,0,41,,"1,384","1,235",2,2,"1,235",4,14,"1,203",23,,44,32,48,65,160,57,0,0,,483,7,143,221,,,
E05001237,Dudley,Belle Vale,,"10,480","6,919",66.02,"6,868",65.53,"6,977",66.57,,0,1,0,50,0,51,,"1,454","1,293",3,1,"1,293",6,7,"1,235",36,,,,,,,,,,,,,,,,,
E05001238,Dudley,Brierley Hill,,"10,019","5,482",54.72,"5,464",54.54,"5,520",55.10,,1,0,0,17,0,18,,"1,100",937,1,0,937,6,9,899,27,,,,,,,,,,,,,,,,,
E05001239,Dudley,Brockmoor & Pensnett,,"9,622","5,197",54.01,"5,178",53.81,"5,234",54.40,,0,0,0,19,0,19,,"1,013",864,2,0,864,5,9,827,21,,,,,,,,,,,,,,,,,
E05001240,Dudley,Castle & Priory,,"11,100","6,412",57.77,"6,394",57.60,"6,456",58.16,,0,4,0,14,0,18,,"1,262","1,086",6,0,"1,085",5,13,"1,042",35,,,,,,,,,,,,,,,,,
E05001241,Dudley,Coseley East,,"9,576","5,535",57.80,"5,520",57.64,"5,548",57.94,,0,0,0,15,0,15,,856,702,1,2,702,3,4,689,10,,,,,,,,,,,,,,,,,
E05001242,Dudley,Cradley & Foxcote,,"9,744","5,979",61.36,"5,955",61.11,"6,012",61.70,,0,4,0,20,0,24,,"1,149",992,2,4,992,4,10,959,24,,,,,,,,,,,,,,,,,
E05001243,Dudley,Gornal,,"10,433","7,099",68.04,"7,070",67.77,"7,130",68.34,,0,4,0,25,0,29,,"1,343","1,198",3,5,"1,198",5,12,"1,167",21,,,,,,,,,,,,,,,,,
E05001244,Dudley,Halesowen North,,"9,473","6,393",67.49,"6,350",67.03,"6,440",67.98,,0,3,0,40,0,43,,"1,238","1,096",10,10,"1,096",7,15,"1,049",32,,,,,,,,,,,,,,,,,
E05001245,Dudley,Halesowen South,,"9,920","7,156",72.14,"7,108",71.65,"7,185",72.43,,0,2,0,46,0,48,,"1,525","1,320",5,0,"1,320",5,8,"1,291",18,,,,,,,,,,,,,,,,,
E05001246,Dudley,Hayley Green & Cradley South,,"9,314","6,603",70.89,"6,551",70.33,"6,642",71.31,,0,3,0,49,0,52,,"1,434","1,277",6,6,"1,277",7,9,"1,238",22,,,,,,,,,,,,,,,,,
E05001247,Dudley,Kingswinford North & Wall Heath,,"10,084","7,405",73.43,"7,374",73.13,"7,438",73.76,,0,4,0,27,0,31,,"1,390","1,248",1,3,"1,248",4,11,"1,215",21,,,,,,,,,,,,,,,,,
E05001248,Dudley,Kingswinford South,,"10,244","7,217",70.45,"7,183",70.12,"7,280",71.07,,0,1,0,33,0,34,,"1,510","1,351",4,5,"1,351",6,11,"1,288",34,,,,,,,,,,,,,,,,,
E05001249,Dudley,Lye & Wollescote,,"9,364","5,972",63.78,"5,945",63.49,"6,017",64.26,,0,8,0,19,0,27,,"1,185","1,036",3,0,"1,036",4,11,991,34,,,,,,,,,,,,,,,,,
E05001250,Dudley,Netherton Woodside & St. Andrews,,"10,585","6,104",57.67,"6,079",57.43,"6,136",57.97,,0,7,0,18,0,25,,"1,167",958,1,3,958,3,17,926,27,,,,,,,,,,,,,,,,,
E05001251,Dudley,NORTON,,"9,707","7,220",74.38,"7,196",74.13,"7,265",74.84,,0,0,0,24,0,24,,"1,536","1,381",4,2,"1,381",7,10,"1,336",0,,,,,,,,,,,,,,,,,
E05001252,Dudley,Pedmore & Stourbridge East,,"9,927","7,223",72.76,"7,186",72.39,"7,277",73.31,,0,1,0,36,0,37,,"1,789","1,622",3,5,"1,622",5,16,"1,568",30,,,,,,,,,,,,,,,,,
E05001253,Dudley,Quarry Bank & Dudley Wood,,"10,159","5,767",56.77,"5,745",56.55,"5,807",57.16,,0,4,0,18,0,22,,"1,057",916,0,6,916,4,14,876,28,,,,,,,,,,,,,,,,,
E05001256,Dudley,Sedgley,,"9,761","6,792",69.58,"6,758",69.23,"6,836",70.03,,0,0,0,34,0,34,,"1,415","1,279",0,3,"1,279",5,15,"1,235",30,,,,,,,,,,,,,,,,,
E05001254,Dudley,St. James,,"9,942","5,907",59.41,"5,871",59.05,"5,959",59.94,,0,5,0,31,0,36,,"1,137",973,3,5,973,6,13,921,32,,,,,,,,,,,,,,,,,
E05001255,Dudley,St. Thomas,,"10,091","5,874",58.21,"5,839",57.86,"5,923",58.70,,0,7,0,28,0,35,,"1,105",955,2,0,955,6,16,906,40,,,,,,,,,,,,,,,,,
E05001257,Dudley,Upper Gornal & Woodsetton,,"10,079","6,098",60.50,"6,074",60.26,"6,135",60.87,,0,0,0,24,0,24,,"1,278","1,111",2,0,"1,111",5,13,"1,074",24,,,,,,,,,,,,,,,,,
E05001258,Dudley,Wollaston & Stourbridge Town,,"10,085","7,087",70.27,"7,041",69.82,"7,134",70.74,,0,5,0,41,0,46,,"1,449","1,280",6,4,"1,280",6,19,"1,233",37,,,,,,,,,,,,,,,,,
E05001259,Dudley,Wordsley,,"10,159","6,916",68.08,"6,895",67.87,"6,945",68.36,,0,0,0,21,0,21,,"1,435","1,275",2,1,"1,275",6,6,"1,246",18,,,,,,,,,,,,,,,,,
E05001067,Gateshead,BIRTLEY,,"6,231","3,820",61.30,"3,800",60.98,"3,874",62.17,,0,2,0,18,,20,,"2,076","1,747",13,4,"1,747",23,24,"1,693",54,,71,55,284,212,269,197,195,149,,159,9,219,103,03:45,06:00,
E05001068,Gateshead,Blaydon,,"7,121","4,308",60.50,"4,264",59.88,"4,361",61.24,,0,6,0,38,,44,,"2,434","2,031",11,3,"2,031",18,35,"1,978",53,,,,,,,,,,,,,,,,,
E05001069,Gateshead,Bridges,,"6,135","3,393",55.30,"3,376",55.02,"3,445",56.15,,0,0,0,17,,17,,"1,707","1,344",17,3,"1,344",13,19,"1,292",52,,,,,,,,,,,,,,,,,
E05009313,Gateshead,Chopwell & Rowlands Gill,,"7,150","4,826",67.50,"4,789",66.98,"4,920",68.81,,0,0,0,37,,37,,"2,558","2,223",34,6,"2,223",30,37,"2,129",67,,,,,,,,,,,,,,,,,
E05001071,Gateshead,Chowdene,,"7,065","4,430",62.70,"4,421",62.57,"4,538",64.23,,0,0,0,9,,9,,"2,439","2,085",27,5,"2,085",23,39,"1,977",108,,,,,,,,,,,,,,,,,
E05001072,Gateshead,Crawcrook & Greenside,,"6,850","4,062",59.30,"4,053",59.17,"4,118",60.12,,0,0,0,9,,9,,"2,350","2,034",27,3,"2,034",16,27,"1,978",57,,,,,,,,,,,,,,,,,
E05001073,Gateshead,Deckham,,"6,719","3,709",55.20,"3,703",55.11,"3,788",56.38,,0,1,0,5,,6,,"2,170","1,801",31,10,"1,801",13,29,"1,722",79,,,,,,,,,,,,,,,,,
E05001074,Gateshead,Dunston & Teams,,"6,124","3,295",53.80,"3,289",53.70,"3,367",54.98,,0,0,0,6,,6,,"1,730","1,373",9,5,"1,373",16,33,"1,301",72,,,,,,,,,,,,,,,,,
E05001075,Gateshead,Dunston Hill & Whickham East,,"6,777","4,636",68.41,"4,631",68.33,"4,700",69.35,,0,0,0,5,,5,,"2,563","2,256",14,1,"2,256",18,28,"2,192",64,,,,,,,,,,,,,,,,,
E05001076,Gateshead,Felling,,"5,901","3,169",53.70,"3,156",53.48,"3,244",54.97,,0,0,1,12,,13,,"1,697","1,398",8,5,"1,398",15,22,"1,323",75,,,,,,,,,,,,,,,,,
E05001077,Gateshead,High Fell,,"6,230","3,445",55.30,"3,438",55.19,"3,525",56.58,,0,2,0,5,,7,,"1,711","1,425",17,3,"1,425",19,27,"1,345",80,,,,,,,,,,,,,,,,,
E05001078,Gateshead,Lamesley,,"7,156","4,437",62.00,"4,415",61.69,"4,500",62.88,,0,0,0,22,,22,,"2,398","2,014",22,3,"2,014",16,38,"1,951",63,,,,,,,,,,,,,,,,,
E05001079,Gateshead,Lobley Hill & Bensham,,"7,282","4,049",55.60,"4,035",55.41,"4,120",56.58,,0,1,0,13,,14,,"2,217","1,833",20,10,"1,833",29,36,"1,762",71,,,,,,,,,,,,,,,,,
E05001080,Gateshead,Low Fell,,"7,173","5,150",71.80,"5,142",71.69,"5,199",72.48,,0,1,0,7,,8,,"2,338","2,023",24,2,"2,023",9,31,"1,974",49,,,,,,,,,,,,,,,,,
E05001081,Gateshead,Pelaw & Heworth,,"6,566","4,042",61.56,"4,030",61.38,"4,103",62.49,,0,0,0,12,,12,,"1,866","1,532",5,1,"1,532",17,21,"1,471",61,,,,,,,,,,,,,,,,,
E05001082,Gateshead,Ryton Crookhill & Stella,,"6,909","4,836",70.00,"4,832",69.94,"4,933",71.40,,0,4,0,0,,4,,"2,497","2,188",12,2,"2,188",24,45,"2,091",97,,,,,,,,,,,,,,,,,
E05001083,Gateshead,Saltwell,,"6,012","3,299",54.87,"3,288",54.69,"3,349",55.71,,0,0,1,10,,11,,"1,712","1,354",13,7,"1,354",12,31,"1,304",50,,,,,,,,,,,,,,,,,
E05001084,Gateshead,Wardley & Leam Lane,,"6,134","3,864",63.00,"3,848",62.74,"3,927",64.03,,0,1,0,15,,16,,"2,054","1,660",10,1,"1,660",24,25,"1,597",63,,,,,,,,,,,,,,,,,
E05001085,Gateshead,Whickham North,,"6,554","4,280",65.30,"4,273",65.19,"4,332",66.09,,0,0,0,7,,7,,"2,501","2,118",10,9,"2,118",19,32,"2,066",52,,,,,,,,,,,,,,,,,
E05001086,Gateshead,Whickham South & Sunniside,,"6,629","4,793",72.30,"4,782",72.13,"4,852",73.19,,0,2,0,9,,11,,"2,586","2,319",12,6,"2,319",14,24,"2,260",59,,,,,,,,,,,,,,,,,
E05001087,Gateshead,Windy Nook & Whitehills,,"7,215","4,365",60.50,"4,356",60.38,"4,449",61.66,,0,0,0,9,,9,,"2,360","1,981",12,0,"1,981",21,37,"1,897",84,,,,,,,,,,,,,,,,,
E05001088,Gateshead,Winlaton & High Spen,,"6,870","4,572",66.55,"4,560",66.38,"4,663",67.87,,0,0,0,12,,12,,"2,411","2,077",12,0,"2,077",21,38,"1,986",91,,,,,,,,,,,,,,,,,
E05008558,Kirklees,Almondbury,,"13,926","8,773",63.00,"8,710",62.55,"8,890",63.84,,0,5,0,57,,63,,"2,453","2,146",4,10,"2,061",7,25,"2,029",32,,64,86,61,446,144,65,64,62,,795,34,293,192,16:00,20:00,
E05001389,Kirklees,Ashbrow,,"13,927","8,273",59.40,"8,224",59.05,"8,405",60.35,,0,5,0,44,,49,,"2,355","2,061",26,13,"1,966",13,24,"1,929",37,,,,,,,,,,,,,,,,,
E05001390,Kirklees,Batley East,,"12,789","8,543",66.80,"8,469",66.22,"8,668",67.78,,0,14,1,59,,74,,"1,826","1,631",13,1,"1,551",6,39,"1,506",45,,,,,,,,,,,,,,,,,
E05001391,Kirklees,Batley West,,"13,247","8,332",62.90,"8,238",62.19,"8,445",63.75,,0,17,0,77,,94,,"1,780","1,541",6,1,"1,463",8,27,"1,428",35,,,,,,,,,,,,,,,,,
E05001392,Kirklees,Birstall & Birkenshaw,,"12,571","8,209",65.30,"8,180",65.07,"8,309",66.10,,0,3,0,26,,29,,"1,924","1,689",6,4,"1,613",1,23,"1,589",24,,,,,,,,,,,,,,,,,
E05001393,Kirklees,Cleckheaton,,"13,340","8,591",64.40,"8,567",64.22,"8,688",65.13,,0,1,1,22,,24,,"2,173","1,925",4,12,"1,861",13,20,"1,828",33,,,,,,,,,,,,,,,,,
E05008559,Kirklees,Colne Valley,,"13,608","9,526",70.00,"9,499",69.80,"9,630",70.76,,0,3,0,24,,27,,"2,522","2,260",9,12,"2,194",7,31,"2,156",38,,,,,,,,,,,,,,,,,
E05008560,Kirklees,Crosland Moor & Netherton,,"13,263","8,714",65.70,"8,667",65.35,"8,835",66.61,,0,9,2,36,,47,,"2,323","2,060",11,6,"1,988",10,39,"1,939",49,,,,,,,,,,,,,,,,,
E05001396,Kirklees,Dalton,,"12,723","7,481",58.80,"7,422",58.34,"7,586",59.63,,0,11,0,48,,59,,"1,865","1,606",5,4,"1,536",7,28,"1,501",35,,,,,,,,,,,,,,,,,
E05001397,Kirklees,Denby Dale,,"13,910","10,154",73.00,"10,125",72.79,"10,259",73.75,,0,1,0,28,,29,,"2,507","2,255",5,15,"2,175",9,16,"2,150",25,,,,,,,,,,,,,,,,,
E05001398,Kirklees,Dewsbury East,,"13,562","8,164",60.20,"8,127",59.93,"8,287",61.11,,0,8,0,29,,37,,"2,058","1,780",8,6,"1,700",10,33,"1,657",43,,,,,,,,,,,,,,,,,
E05001399,Kirklees,Dewsbury South,,"13,181","8,680",65.85,"8,618",65.38,"8,856",67.19,,0,12,1,49,,62,,"2,468","2,195",17,0,"2,100",15,66,"2,019",81,,,,,,,,,,,,,,,,,
